OutputID,OutputName,ComponentCategory,OutputType,Size,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Column 28,Column 29
ship-component-power-core-cmd-t2,Power Core CMD T2,ENERGY,SHIP_COMPONENTS,,2,960,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Power Core CMD T1,1,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,,,,,,
ship-component-power-core-cmd-t3,Power Core CMD T3,ENERGY,SHIP_COMPONENTS,,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Power Core CMD T2,1,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,,,,,,
ship-component-power-core-cmd-t4,Power Core CMD T4,ENERGY,SHIP_COMPONENTS,,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Power Core CMD T3,1,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,,,,,,
ship-component-power-core-cmd-t5,Power Core CMD T5,ENERGY,SHIP_COMPONENTS,,5,9600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Power Core CMD T4,1,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,,,,,,
ship-component-power-core-class8-t1,Power Core CLASS8 T1,ENERGY,SHIP_COMPONENTS,,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,Titan Energy Network,1,,,,,,
ship-component-power-core-class8-t2,Power Core CLASS8 T2,ENERGY,SHIP_COMPONENTS,,2,1080,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Power Core CLASS8 T1,1,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,Titan Energy Network,1,,,,
ship-component-power-core-class8-t3,Power Core CLASS8 T3,ENERGY,SHIP_COMPONENTS,,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Power Core CLASS8 T2,1,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,Titan Energy Network,1,,,,
ship-component-power-core-class8-t4,Power Core CLASS8 T4,ENERGY,SHIP_COMPONENTS,,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,6,Power Core CLASS8 T3,1,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,Titan Energy Network,1,,,,
ship-component-power-core-class8-t5,Power Core CLASS8 T5,ENERGY,SHIP_COMPONENTS,,5,10800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,6,Power Core CLASS8 T4,1,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,Titan Energy Network,1,,,,
ship-component-power-core-ttn-t1,Power Core TTN T1,ENERGY,SHIP_COMPONENTS,,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,Titan Energy Network,1,,,,,,
ship-component-power-core-ttn-t2,Power Core TTN T2,ENERGY,SHIP_COMPONENTS,,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Power Core TTN T1,1,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,Titan Energy Network,1,,,,
ship-component-power-core-ttn-t3,Power Core TTN T3,ENERGY,SHIP_COMPONENTS,,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Power Core TTN T2,1,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,Titan Energy Network,1,,,,
ship-component-power-core-ttn-t4,Power Core TTN T4,ENERGY,SHIP_COMPONENTS,,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,6,Power Core TTN T3,1,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,Titan Energy Network,1,,,,
ship-component-power-core-ttn-t5,Power Core TTN T5,ENERGY,SHIP_COMPONENTS,,5,12000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,6,Power Core TTN T4,1,Power Generator,1,Energy Regulator,1,Power Distribution Network,1,Energy Coordination System,1,Advanced Power Grid,1,Titan Energy Network,1,,,,
ship-component-scanner-array-xxs-t1,Scanner Array XXS T1,ELECTROMAGNETIC,SHIP_COMPONENTS,,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Sensor Module,1,Detection Matrix,1,,,,,,,,,,,,,,
ship-component-scanner-array-xxs-t2,Scanner Array XXS T2,ELECTROMAGNETIC,SHIP_COMPONENTS,,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Scanner Array XXS T1,1,Sensor Module,1,Detection Matrix,1,,,,,,,,,,,,
ship-component-scanner-array-xxs-t3,Scanner Array XXS T3,ELECTROMAGNETIC,SHIP_COMPONENTS,,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Scanner Array XXS T2,1,Sensor Module,1,Detection Matrix,1,,,,,,,,,,,,
ship-component-scanner-array-xxs-t4,Scanner Array XXS T4,ELECTROMAGNETIC,SHIP_COMPONENTS,,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,2,Scanner Array XXS T3,1,Sensor Module,1,Detection Matrix,1,,,,,,,,,,,,
ship-component-scanner-array-xxs-t5,Scanner Array XXS T5,ELECTROMAGNETIC,SHIP_COMPONENTS,,5,2400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,2,Scanner Array XXS T4,1,Sensor Module,1,Detection Matrix,1,,,,,,,,,,,,
ship-component-scanner-array-xs-t1,Scanner Array XS T1,ELECTROMAGNETIC,SHIP_COMPONENTS,,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Sensor Module,1,Detection Matrix,1,Signal Processor,1,,,,,,,,,,,,
ship-component-scanner-array-xs-t2,Scanner Array XS T2,ELECTROMAGNETIC,SHIP_COMPONENTS,,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Scanner Array XS T1,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,,,,,,,,,,
ship-component-scanner-array-xs-t3,Scanner Array XS T3,ELECTROMAGNETIC,SHIP_COMPONENTS,,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Scanner Array XS T2,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,,,,,,,,,,
ship-component-scanner-array-xs-t4,Scanner Array XS T4,ELECTROMAGNETIC,SHIP_COMPONENTS,,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Scanner Array XS T3,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,,,,,,,,,,
ship-component-scanner-array-xs-t5,Scanner Array XS T5,ELECTROMAGNETIC,SHIP_COMPONENTS,,5,3600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Scanner Array XS T4,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,,,,,,,,,,
ship-component-scanner-array-s-t1,Scanner Array S T1,ELECTROMAGNETIC,SHIP_COMPONENTS,,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Sensor Module,1,Detection Matrix,1,Signal Processor,1,,,,,,,,,,,,
ship-component-scanner-array-s-t2,Scanner Array S T2,ELECTROMAGNETIC,SHIP_COMPONENTS,,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Scanner Array S T1,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,,,,,,,,,,
ship-component-scanner-array-s-t3,Scanner Array S T3,ELECTROMAGNETIC,SHIP_COMPONENTS,,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Scanner Array S T2,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,,,,,,,,,,
ship-component-scanner-array-s-t4,Scanner Array S T4,ELECTROMAGNETIC,SHIP_COMPONENTS,,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Scanner Array S T3,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,,,,,,,,,,
ship-component-scanner-array-s-t5,Scanner Array S T5,ELECTROMAGNETIC,SHIP_COMPONENTS,,5,4800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Scanner Array S T4,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,,,,,,,,,,
ship-component-scanner-array-m-t1,Scanner Array M T1,ELECTROMAGNETIC,SHIP_COMPONENTS,,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,,,,,,,,,,
ship-component-scanner-array-m-t2,Scanner Array M T2,ELECTROMAGNETIC,SHIP_COMPONENTS,,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Scanner Array M T1,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,,,,,,,,
ship-component-scanner-array-m-t3,Scanner Array M T3,ELECTROMAGNETIC,SHIP_COMPONENTS,,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Scanner Array M T2,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,,,,,,,,
ship-component-scanner-array-m-t4,Scanner Array M T4,ELECTROMAGNETIC,SHIP_COMPONENTS,,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Scanner Array M T3,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,,,,,,,,
ship-component-scanner-array-m-t5,Scanner Array M T5,ELECTROMAGNETIC,SHIP_COMPONENTS,,5,6000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Scanner Array M T4,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,,,,,,,,
ship-component-scanner-array-l-t1,Scanner Array L T1,ELECTROMAGNETIC,SHIP_COMPONENTS,,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,,,,,,,,,,
ship-component-scanner-array-l-t2,Scanner Array L T2,ELECTROMAGNETIC,SHIP_COMPONENTS,,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Scanner Array L T1,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,,,,,,,,
ship-component-scanner-array-l-t3,Scanner Array L T3,ELECTROMAGNETIC,SHIP_COMPONENTS,,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Scanner Array L T2,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,,,,,,,,
ship-component-scanner-array-l-t4,Scanner Array L T4,ELECTROMAGNETIC,SHIP_COMPONENTS,,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Scanner Array L T3,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,,,,,,,,
ship-component-scanner-array-l-t5,Scanner Array L T5,ELECTROMAGNETIC,SHIP_COMPONENTS,,5,7200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Scanner Array L T4,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,,,,,,,,
ship-component-scanner-array-cap-t1,Scanner Array CAP T1,ELECTROMAGNETIC,SHIP_COMPONENTS,,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,,,,,,,,
ship-component-scanner-array-cap-t2,Scanner Array CAP T2,ELECTROMAGNETIC,SHIP_COMPONENTS,,2,840,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Scanner Array CAP T1,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,,,,,,
ship-component-scanner-array-cap-t3,Scanner Array CAP T3,ELECTROMAGNETIC,SHIP_COMPONENTS,,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Scanner Array CAP T2,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,,,,,,
ship-component-scanner-array-cap-t4,Scanner Array CAP T4,ELECTROMAGNETIC,SHIP_COMPONENTS,,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Scanner Array CAP T3,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,,,,,,
ship-component-scanner-array-cap-t5,Scanner Array CAP T5,ELECTROMAGNETIC,SHIP_COMPONENTS,,5,8400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Scanner Array CAP T4,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,,,,,,
ship-component-scanner-array-cmd-t1,Scanner Array CMD T1,ELECTROMAGNETIC,SHIP_COMPONENTS,,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,,,,,,,,
ship-component-scanner-array-cmd-t2,Scanner Array CMD T2,ELECTROMAGNETIC,SHIP_COMPONENTS,,2,960,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Scanner Array CMD T1,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,,,,,,
ship-component-scanner-array-cmd-t3,Scanner Array CMD T3,ELECTROMAGNETIC,SHIP_COMPONENTS,,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Scanner Array CMD T2,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,,,,,,
ship-component-scanner-array-cmd-t4,Scanner Array CMD T4,ELECTROMAGNETIC,SHIP_COMPONENTS,,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Scanner Array CMD T3,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,,,,,,
ship-component-scanner-array-cmd-t5,Scanner Array CMD T5,ELECTROMAGNETIC,SHIP_COMPONENTS,,5,9600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,5,Scanner Array CMD T4,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,,,,,,
ship-component-scanner-array-class8-t1,Scanner Array CLASS8 T1,ELECTROMAGNETIC,SHIP_COMPONENTS,,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,Titan Processing Core,1,,,,,,
ship-component-scanner-array-class8-t2,Scanner Array CLASS8 T2,ELECTROMAGNETIC,SHIP_COMPONENTS,,2,1080,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Scanner Array CLASS8 T1,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,Titan Processing Core,1,,,,
ship-component-scanner-array-class8-t3,Scanner Array CLASS8 T3,ELECTROMAGNETIC,SHIP_COMPONENTS,,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Scanner Array CLASS8 T2,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,Titan Processing Core,1,,,,
ship-component-scanner-array-class8-t4,Scanner Array CLASS8 T4,ELECTROMAGNETIC,SHIP_COMPONENTS,,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,6,Scanner Array CLASS8 T3,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,Titan Processing Core,1,,,,
ship-component-scanner-array-class8-t5,Scanner Array CLASS8 T5,ELECTROMAGNETIC,SHIP_COMPONENTS,,5,10800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,6,Scanner Array CLASS8 T4,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,Titan Processing Core,1,,,,
ship-component-scanner-array-ttn-t1,Scanner Array TTN T1,ELECTROMAGNETIC,SHIP_COMPONENTS,,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,Titan Processing Core,1,,,,,,
ship-component-scanner-array-ttn-t2,Scanner Array TTN T2,ELECTROMAGNETIC,SHIP_COMPONENTS,,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Scanner Array TTN T1,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,Titan Processing Core,1,,,,
ship-component-scanner-array-ttn-t3,Scanner Array TTN T3,ELECTROMAGNETIC,SHIP_COMPONENTS,,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Scanner Array TTN T2,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,Titan Processing Core,1,,,,
ship-component-scanner-array-ttn-t4,Scanner Array TTN T4,ELECTROMAGNETIC,SHIP_COMPONENTS,,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,6,Scanner Array TTN T3,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,Titan Processing Core,1,,,,
ship-component-scanner-array-ttn-t5,Scanner Array TTN T5,ELECTROMAGNETIC,SHIP_COMPONENTS,,5,12000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,6,Scanner Array TTN T4,1,Sensor Module,1,Detection Matrix,1,Signal Processor,1,Sensor Coordination Hub,1,Advanced Control Matrix,1,Titan Processing Core,1,,,,
ship-component-shield-generator-xxs-t1,Shield Generator XXS T1,ENERGY,SHIP_COMPONENTS,,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Shield Emitter,1,Field Stabilizer,1,,,,,,,,,,,,,,
ship-component-shield-generator-xxs-t2,Shield Generator XXS T2,ENERGY,SHIP_COMPONENTS,,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Shield Generator XXS T1,1,Shield Emitter,1,Field Stabilizer,1,,,,,,,,,,,,
ship-component-shield-generator-xxs-t3,Shield Generator XXS T3,ENERGY,SHIP_COMPONENTS,,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,2,Shield Generator XXS T2,1,Shield Emitter,1,Field Stabilizer,1,,,,,,,,,,,,
ship-component-shield-generator-xxs-t4,Shield Generator XXS T4,ENERGY,SHIP_COMPONENTS,,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,2,Shield Generator XXS T3,1,Shield Emitter,1,Field Stabilizer,1,,,,,,,,,,,,
ship-component-shield-generator-xxs-t5,Shield Generator XXS T5,ENERGY,SHIP_COMPONENTS,,5,2400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,2,Shield Generator XXS T4,1,Shield Emitter,1,Field Stabilizer,1,,,,,,,,,,,,
ship-component-shield-generator-xs-t1,Shield Generator XS T1,ENERGY,SHIP_COMPONENTS,,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,,,,,,,,,,,,
ship-component-shield-generator-xs-t2,Shield Generator XS T2,ENERGY,SHIP_COMPONENTS,,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Shield Generator XS T1,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,,,,,,,,,,
ship-component-shield-generator-xs-t3,Shield Generator XS T3,ENERGY,SHIP_COMPONENTS,,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Shield Generator XS T2,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,,,,,,,,,,
ship-component-shield-generator-xs-t4,Shield Generator XS T4,ENERGY,SHIP_COMPONENTS,,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Shield Generator XS T3,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,,,,,,,,,,
ship-component-shield-generator-xs-t5,Shield Generator XS T5,ENERGY,SHIP_COMPONENTS,,5,3600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Shield Generator XS T4,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,,,,,,,,,,
ship-component-shield-generator-s-t1,Shield Generator S T1,ENERGY,SHIP_COMPONENTS,,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,,,,,,,,,,,,
ship-component-shield-generator-s-t2,Shield Generator S T2,ENERGY,SHIP_COMPONENTS,,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Shield Generator S T1,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,,,,,,,,,,
ship-component-shield-generator-s-t3,Shield Generator S T3,ENERGY,SHIP_COMPONENTS,,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,3,Shield Generator S T2,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,,,,,,,,,,
ship-component-shield-generator-s-t4,Shield Generator S T4,ENERGY,SHIP_COMPONENTS,,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,3,Shield Generator S T3,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,,,,,,,,,,
ship-component-shield-generator-s-t5,Shield Generator S T5,ENERGY,SHIP_COMPONENTS,,5,4800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,3,Shield Generator S T4,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,,,,,,,,,,
ship-component-shield-generator-m-t1,Shield Generator M T1,ENERGY,SHIP_COMPONENTS,,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,Defense Coordination Node,1,,,,,,,,,,
ship-component-shield-generator-m-t2,Shield Generator M T2,ENERGY,SHIP_COMPONENTS,,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Shield Generator M T1,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,Defense Coordination Node,1,,,,,,,,
ship-component-shield-generator-m-t3,Shield Generator M T3,ENERGY,SHIP_COMPONENTS,,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,4,Shield Generator M T2,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,Defense Coordination Node,1,,,,,,,,
ship-component-shield-generator-m-t4,Shield Generator M T4,ENERGY,SHIP_COMPONENTS,,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,4,Shield Generator M T3,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,Defense Coordination Node,1,,,,,,,,
ship-component-shield-generator-m-t5,Shield Generator M T5,ENERGY,SHIP_COMPONENTS,,5,6000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,4,Shield Generator M T4,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,Defense Coordination Node,1,,,,,,,,
ship-component-shield-generator-l-t1,Shield Generator L T1,ENERGY,SHIP_COMPONENTS,,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,Defense Coordination Node,1,Advanced Power Grid,1,,,,,,,,
ship-component-shield-generator-l-t2,Shield Generator L T2,ENERGY,SHIP_COMPONENTS,,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Shield Generator L T1,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,Defense Coordination Node,1,Advanced Power Grid,1,,,,,,
ship-component-shield-generator-l-t3,Shield Generator L T3,ENERGY,SHIP_COMPONENTS,,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Shield Generator L T2,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,Defense Coordination Node,1,Advanced Power Grid,1,,,,,,
ship-component-shield-generator-l-t4,Shield Generator L T4,ENERGY,SHIP_COMPONENTS,,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,5,Shield Generator L T3,1,Shield Emitter,1,Field Stabilizer,1,Energy Distributor,1,Defense Coordination Node,1,Advanced Power Grid,1,,,,,,
