OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,FunctionalPurpose,UsageCategory,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,CompletionStatus,InternalRecipeID,ProductionSteps,NOT_USED
ship-component-repair-rig-cmd-t5,Repair Rig CMD T5,SHIP_COMPONENTS,5,9600,Volcanic Planet;Ice Planet,USTUR,,,,Repair Rig CMD T4,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,Service Coordination Hub,1,,,,,,,complete,,11,FALSE
ship-component-repair-rig-l-t1,Repair Rig L T1,SHIP_COMPONENTS,1,360,Terrestrial Planet,MUD;ONI;USTUR,,,,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,,,,,,,,,,,complete,,6,FALSE
ship-component-repair-rig-l-t2,Repair Rig L T2,SHIP_COMPONENTS,2,720,Terrestrial Planet,MUD;ONI;USTUR,,,,Repair Rig L T1,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,,,,,,,,,complete,,7,FALSE
ship-component-repair-rig-l-t3,Repair Rig L T3,SHIP_COMPONENTS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Repair Rig L T2,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,,,,,,,,,complete,,8,FALSE
ship-component-repair-rig-l-t4,Repair Rig L T4,SHIP_COMPONENTS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Repair Rig L T3,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,,,,,,,,,complete,,9,FALSE
ship-component-repair-rig-l-t5,Repair Rig L T5,SHIP_COMPONENTS,5,7200,Volcanic Planet;Ice Planet,USTUR,,,,Repair Rig L T4,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,,,,,,,,,complete,,10,FALSE
ship-component-repair-rig-m-t1,Repair Rig M T1,SHIP_COMPONENTS,1,300,Terrestrial Planet,MUD;ONI;USTUR,,,,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,,,,,,,,,,,complete,,6,FALSE
ship-component-repair-rig-m-t2,Repair Rig M T2,SHIP_COMPONENTS,2,600,Terrestrial Planet,MUD;ONI;USTUR,,,,Repair Rig M T1,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,,,,,,,,,complete,,7,FALSE
ship-component-repair-rig-m-t3,Repair Rig M T3,SHIP_COMPONENTS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Repair Rig M T2,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,,,,,,,,,complete,,8,FALSE
ship-component-repair-rig-m-t4,Repair Rig M T4,SHIP_COMPONENTS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Repair Rig M T3,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,,,,,,,,,complete,,9,FALSE
ship-component-repair-rig-m-t5,Repair Rig M T5,SHIP_COMPONENTS,5,6000,Volcanic Planet;Ice Planet,USTUR,,,,Repair Rig M T4,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,,,,,,,,,complete,,10,FALSE
ship-component-repair-rig-s-t1,Repair Rig S T1,SHIP_COMPONENTS,1,240,Terrestrial Planet,MUD;ONI;USTUR,,,,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,,,,,,,,,,,,,complete,,6,FALSE
ship-component-repair-rig-s-t2,Repair Rig S T2,SHIP_COMPONENTS,2,480,Terrestrial Planet,MUD;ONI;USTUR,,,,Repair Rig S T1,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,,,,,,,,,,,complete,,7,FALSE
ship-component-repair-rig-s-t3,Repair Rig S T3,SHIP_COMPONENTS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Repair Rig S T2,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,,,,,,,,,,,complete,,8,FALSE
ship-component-repair-rig-s-t4,Repair Rig S T4,SHIP_COMPONENTS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Repair Rig S T3,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,,,,,,,,,,,complete,,9,FALSE
ship-component-repair-rig-s-t5,Repair Rig S T5,SHIP_COMPONENTS,5,4800,Volcanic Planet;Ice Planet,USTUR,,,,Repair Rig S T4,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,,,,,,,,,,,complete,,10,FALSE
ship-component-repair-rig-ttn-t1,Repair Rig TTN T1,SHIP_COMPONENTS,1,600,Terrestrial Planet,MUD;ONI;USTUR,,,,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,Service Coordination Hub,1,Titan Utility Core,1,Titan Utility Core,1,,,,,complete,,8,FALSE
ship-component-repair-rig-ttn-t2,Repair Rig TTN T2,SHIP_COMPONENTS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,,,,Repair Rig TTN T1,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,complete,,9,FALSE
ship-component-repair-rig-ttn-t3,Repair Rig TTN T3,SHIP_COMPONENTS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Repair Rig TTN T2,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,complete,,10,FALSE
ship-component-repair-rig-ttn-t4,Repair Rig TTN T4,SHIP_COMPONENTS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Repair Rig TTN T3,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,complete,,11,FALSE
ship-component-repair-rig-ttn-t5,Repair Rig TTN T5,SHIP_COMPONENTS,5,12000,Volcanic Planet;Ice Planet,USTUR,,,,Repair Rig TTN T4,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,Multi-System Coordinator,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,complete,,12,FALSE
ship-component-repair-rig-xs-t1,Repair Rig XS T1,SHIP_COMPONENTS,1,180,Terrestrial Planet,MUD;ONI;USTUR,,,,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,,,,,,,,,,,,,complete,,6,FALSE
ship-component-repair-rig-xs-t2,Repair Rig XS T2,SHIP_COMPONENTS,2,360,Terrestrial Planet,MUD;ONI;USTUR,,,,Repair Rig XS T1,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,,,,,,,,,,,complete,,7,FALSE
ship-component-repair-rig-xs-t3,Repair Rig XS T3,SHIP_COMPONENTS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Repair Rig XS T2,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,,,,,,,,,,,complete,,8,FALSE
ship-component-repair-rig-xs-t4,Repair Rig XS T4,SHIP_COMPONENTS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Repair Rig XS T3,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,,,,,,,,,,,complete,,9,FALSE
ship-component-repair-rig-xs-t5,Repair Rig XS T5,SHIP_COMPONENTS,5,3600,Volcanic Planet;Ice Planet,USTUR,,,,Repair Rig XS T4,1,Repair Nanobots,1,Utility Controller,1,Diagnostic Suite,1,,,,,,,,,,,complete,,10,FALSE
ship-component-repair-rig-xxs-t1,Repair Rig XXS T1,SHIP_COMPONENTS,1,120,Terrestrial Planet,MUD;ONI;USTUR,,,,Repair Nanobots,1,Utility Controller,1,,,,,,,,,,,,,,,complete,,6,FALSE
ship-component-repair-rig-xxs-t2,Repair Rig XXS T2,SHIP_COMPONENTS,2,240,Terrestrial Planet,MUD;ONI;USTUR,,,,Repair Rig XXS T1,1,Repair Nanobots,1,Utility Controller,1,,,,,,,,,,,,,complete,,7,FALSE
ship-component-repair-rig-xxs-t3,Repair Rig XXS T3,SHIP_COMPONENTS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Repair Rig XXS T2,1,Repair Nanobots,1,Utility Controller,1,,,,,,,,,,,,,complete,,8,FALSE
ship-component-repair-rig-xxs-t4,Repair Rig XXS T4,SHIP_COMPONENTS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Repair Rig XXS T3,1,Repair Nanobots,1,Utility Controller,1,,,,,,,,,,,,,complete,,9,FALSE
ship-component-repair-rig-xxs-t5,Repair Rig XXS T5,SHIP_COMPONENTS,5,2400,Volcanic Planet;Ice Planet,USTUR,,,,Repair Rig XXS T4,1,Repair Nanobots,1,Utility Controller,1,,,,,,,,,,,,,complete,,10,FALSE
ship-component-rescue-rig-cap-t1,Rescue Rig CAP T1,SHIP_COMPONENTS,1,420,Terrestrial Planet,MUD;ONI;USTUR,,,,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,,,,,,,,,complete,,7,FALSE
ship-component-rescue-rig-cap-t2,Rescue Rig CAP T2,SHIP_COMPONENTS,2,840,Terrestrial Planet,MUD;ONI;USTUR,,,,Rescue Rig CAP T1,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,,,,,,,complete,,8,FALSE
ship-component-rescue-rig-cap-t3,Rescue Rig CAP T3,SHIP_COMPONENTS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Rescue Rig CAP T2,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,,,,,,,complete,,9,FALSE
ship-component-rescue-rig-cap-t4,Rescue Rig CAP T4,SHIP_COMPONENTS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Rescue Rig CAP T3,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,,,,,,,complete,,10,FALSE
ship-component-rescue-rig-cap-t5,Rescue Rig CAP T5,SHIP_COMPONENTS,5,8400,Volcanic Planet;Ice Planet,USTUR,,,,Rescue Rig CAP T4,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,,,,,,,complete,,11,FALSE
ship-component-rescue-rig-class8-t1,Rescue Rig CLASS8 T1,SHIP_COMPONENTS,1,540,Terrestrial Planet,MUD;ONI;USTUR,,,,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,,,complete,,8,FALSE
ship-component-rescue-rig-class8-t2,Rescue Rig CLASS8 T2,SHIP_COMPONENTS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,,,,Rescue Rig CLASS8 T1,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,complete,,9,FALSE
ship-component-rescue-rig-class8-t3,Rescue Rig CLASS8 T3,SHIP_COMPONENTS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Rescue Rig CLASS8 T2,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,complete,,10,FALSE
ship-component-rescue-rig-class8-t4,Rescue Rig CLASS8 T4,SHIP_COMPONENTS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Rescue Rig CLASS8 T3,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,complete,,11,FALSE
ship-component-rescue-rig-class8-t5,Rescue Rig CLASS8 T5,SHIP_COMPONENTS,5,10800,Volcanic Planet;Ice Planet,USTUR,,,,Rescue Rig CLASS8 T4,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,complete,,12,FALSE
ship-component-rescue-rig-cmd-t1,Rescue Rig CMD T1,SHIP_COMPONENTS,1,480,Terrestrial Planet,MUD;ONI;USTUR,,,,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,,,,,,,,,complete,,7,FALSE
ship-component-rescue-rig-cmd-t2,Rescue Rig CMD T2,SHIP_COMPONENTS,2,960,Terrestrial Planet,MUD;ONI;USTUR,,,,Rescue Rig CMD T1,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,,,,,,,complete,,8,FALSE
ship-component-rescue-rig-cmd-t3,Rescue Rig CMD T3,SHIP_COMPONENTS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Rescue Rig CMD T2,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,,,,,,,complete,,9,FALSE
ship-component-rescue-rig-cmd-t4,Rescue Rig CMD T4,SHIP_COMPONENTS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Rescue Rig CMD T3,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,,,,,,,complete,,10,FALSE
ship-component-rescue-rig-cmd-t5,Rescue Rig CMD T5,SHIP_COMPONENTS,5,9600,Volcanic Planet;Ice Planet,USTUR,,,,Rescue Rig CMD T4,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,,,,,,,complete,,11,FALSE
ship-component-rescue-rig-l-t1,Rescue Rig L T1,SHIP_COMPONENTS,1,360,Terrestrial Planet,MUD;ONI;USTUR,,,,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,,,,,,,,,,,complete,,6,FALSE
ship-component-rescue-rig-l-t2,Rescue Rig L T2,SHIP_COMPONENTS,2,720,Terrestrial Planet,MUD;ONI;USTUR,,,,Rescue Rig L T1,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,,,,,,,,,complete,,7,FALSE
ship-component-rescue-rig-l-t3,Rescue Rig L T3,SHIP_COMPONENTS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Rescue Rig L T2,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,,,,,,,,,complete,,8,FALSE
ship-component-rescue-rig-l-t4,Rescue Rig L T4,SHIP_COMPONENTS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Rescue Rig L T3,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,,,,,,,,,complete,,9,FALSE
ship-component-rescue-rig-l-t5,Rescue Rig L T5,SHIP_COMPONENTS,5,7200,Volcanic Planet;Ice Planet,USTUR,,,,Rescue Rig L T4,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,,,,,,,,,complete,,10,FALSE
ship-component-rescue-rig-m-t1,Rescue Rig M T1,SHIP_COMPONENTS,1,300,Terrestrial Planet,MUD;ONI;USTUR,,,,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,,,,,,,,,,,complete,,6,FALSE
ship-component-rescue-rig-m-t2,Rescue Rig M T2,SHIP_COMPONENTS,2,600,Terrestrial Planet,MUD;ONI;USTUR,,,,Rescue Rig M T1,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,,,,,,,,,complete,,7,FALSE
ship-component-rescue-rig-m-t3,Rescue Rig M T3,SHIP_COMPONENTS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Rescue Rig M T2,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,,,,,,,,,complete,,8,FALSE
ship-component-rescue-rig-m-t4,Rescue Rig M T4,SHIP_COMPONENTS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Rescue Rig M T3,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,,,,,,,,,complete,,9,FALSE
ship-component-rescue-rig-m-t5,Rescue Rig M T5,SHIP_COMPONENTS,5,6000,Volcanic Planet;Ice Planet,USTUR,,,,Rescue Rig M T4,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,,,,,,,,,complete,,10,FALSE
ship-component-rescue-rig-s-t1,Rescue Rig S T1,SHIP_COMPONENTS,1,240,Terrestrial Planet,MUD;ONI;USTUR,,,,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,,,,,,,,,,,,,complete,,6,FALSE
ship-component-rescue-rig-s-t2,Rescue Rig S T2,SHIP_COMPONENTS,2,480,Terrestrial Planet,MUD;ONI;USTUR,,,,Rescue Rig S T1,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,,,,,,,,,,,complete,,7,FALSE
ship-component-rescue-rig-s-t3,Rescue Rig S T3,SHIP_COMPONENTS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Rescue Rig S T2,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,,,,,,,,,,,complete,,8,FALSE
ship-component-rescue-rig-s-t4,Rescue Rig S T4,SHIP_COMPONENTS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Rescue Rig S T3,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,,,,,,,,,,,complete,,9,FALSE
ship-component-rescue-rig-s-t5,Rescue Rig S T5,SHIP_COMPONENTS,5,4800,Volcanic Planet;Ice Planet,USTUR,,,,Rescue Rig S T4,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,,,,,,,,,,,complete,,10,FALSE
ship-component-rescue-rig-ttn-t1,Rescue Rig TTN T1,SHIP_COMPONENTS,1,600,Terrestrial Planet,MUD;ONI;USTUR,,,,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,,,complete,,8,FALSE
ship-component-rescue-rig-ttn-t2,Rescue Rig TTN T2,SHIP_COMPONENTS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,,,,Rescue Rig TTN T1,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,complete,,9,FALSE
ship-component-rescue-rig-ttn-t3,Rescue Rig TTN T3,SHIP_COMPONENTS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Rescue Rig TTN T2,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,complete,,10,FALSE
ship-component-rescue-rig-ttn-t4,Rescue Rig TTN T4,SHIP_COMPONENTS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Rescue Rig TTN T3,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,complete,,11,FALSE
ship-component-rescue-rig-ttn-t5,Rescue Rig TTN T5,SHIP_COMPONENTS,5,12000,Volcanic Planet;Ice Planet,USTUR,,,,Rescue Rig TTN T4,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,Emergency Response Matrix,1,Service Coordination Hub,1,Titan Utility Core,1,,,,,complete,,12,FALSE
ship-component-rescue-rig-xs-t1,Rescue Rig XS T1,SHIP_COMPONENTS,1,180,Terrestrial Planet,MUD;ONI;USTUR,,,,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,,,,,,,,,,,,,complete,,6,FALSE
ship-component-rescue-rig-xs-t2,Rescue Rig XS T2,SHIP_COMPONENTS,2,360,Terrestrial Planet,MUD;ONI;USTUR,,,,Rescue Rig XS T1,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,,,,,,,,,,,complete,,7,FALSE
ship-component-rescue-rig-xs-t3,Rescue Rig XS T3,SHIP_COMPONENTS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Rescue Rig XS T2,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,,,,,,,,,,,complete,,8,FALSE
ship-component-rescue-rig-xs-t4,Rescue Rig XS T4,SHIP_COMPONENTS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Rescue Rig XS T3,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,,,,,,,,,,,complete,,9,FALSE
ship-component-rescue-rig-xs-t5,Rescue Rig XS T5,SHIP_COMPONENTS,5,3600,Volcanic Planet;Ice Planet,USTUR,,,,Rescue Rig XS T4,1,Life Support Core,1,Utility Controller,1,Emergency Beacon,1,,,,,,,,,,,complete,,10,FALSE
ship-component-rescue-rig-xxs-t1,Rescue Rig XXS T1,SHIP_COMPONENTS,1,120,Terrestrial Planet,MUD;ONI;USTUR,,,,Life Support Core,1,Utility Controller,1,,,,,,,,,,,,,,,complete,,6,FALSE
ship-component-rescue-rig-xxs-t2,Rescue Rig XXS T2,SHIP_COMPONENTS,2,240,Terrestrial Planet,MUD;ONI;USTUR,,,,Rescue Rig XXS T1,1,Life Support Core,1,Utility Controller,1,,,,,,,,,,,,,complete,,7,FALSE
ship-component-rescue-rig-xxs-t3,Rescue Rig XXS T3,SHIP_COMPONENTS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Rescue Rig XXS T2,1,Life Support Core,1,Utility Controller,1,,,,,,,,,,,,,complete,,8,FALSE
ship-component-rescue-rig-xxs-t4,Rescue Rig XXS T4,SHIP_COMPONENTS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Rescue Rig XXS T3,1,Life Support Core,1,Utility Controller,1,,,,,,,,,,,,,complete,,9,FALSE
ship-component-rescue-rig-xxs-t5,Rescue Rig XXS T5,SHIP_COMPONENTS,5,2400,Volcanic Planet;Ice Planet,USTUR,,,,Rescue Rig XXS T4,1,Life Support Core,1,Utility Controller,1,,,,,,,,,,,,,complete,,10,FALSE
ship-component-salvage-rig-cap-t1,Salvage Rig CAP T1,SHIP_COMPONENTS,1,420,Terrestrial Planet,MUD;ONI;USTUR,,,,Material Processor,1,Utility Controller,1,Extraction Beam,1,Processing Control Matrix,1,Industrial Control Matrix,1,,,,,,,,,complete,,6,FALSE
ship-component-salvage-rig-cap-t2,Salvage Rig CAP T2,SHIP_COMPONENTS,2,840,Terrestrial Planet,MUD;ONI;USTUR,,,,Salvage Rig CAP T1,1,Material Processor,1,Utility Controller,1,Extraction Beam,1,Processing Control Matrix,1,Industrial Control Matrix,1,,,,,,,complete,,7,FALSE
ship-component-salvage-rig-cap-t3,Salvage Rig CAP T3,SHIP_COMPONENTS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Salvage Rig CAP T2,1,Material Processor,1,Utility Controller,1,Extraction Beam,1,Processing Control Matrix,1,Industrial Control Matrix,1,,,,,,,complete,,8,FALSE
ship-component-salvage-rig-cap-t4,Salvage Rig CAP T4,SHIP_COMPONENTS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Salvage Rig CAP T3,1,Material Processor,1,Utility Controller,1,Extraction Beam,1,Processing Control Matrix,1,Industrial Control Matrix,1,,,,,,,complete,,9,FALSE
ship-component-salvage-rig-cap-t5,Salvage Rig CAP T5,SHIP_COMPONENTS,5,8400,Volcanic Planet;Ice Planet,USTUR,,,,Salvage Rig CAP T4,1,Material Processor,1,Utility Controller,1,Extraction Beam,1,Processing Control Matrix,1,Industrial Control Matrix,1,,,,,,,complete,,10,FALSE
ship-component-salvage-rig-class8-t1,Salvage Rig CLASS8 T1,SHIP_COMPONENTS,1,540,Terrestrial Planet,MUD;ONI;USTUR,,,,Material Processor,1,Utility Controller,1,Extraction Beam,1,Processing Control Matrix,1,Industrial Control Matrix,1,Titan Processing Platform,1,,,,,,,complete,,8,FALSE
ship-component-salvage-rig-class8-t2,Salvage Rig CLASS8 T2,SHIP_COMPONENTS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,,,,Salvage Rig CLASS8 T1,1,Material Processor,1,Utility Controller,1,Extraction Beam,1,Processing Control Matrix,1,Industrial Control Matrix,1,Titan Processing Platform,1,,,,,complete,,9,FALSE
ship-component-salvage-rig-class8-t3,Salvage Rig CLASS8 T3,SHIP_COMPONENTS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,,,,Salvage Rig CLASS8 T2,1,Material Processor,1,Utility Controller,1,Extraction Beam,1,Processing Control Matrix,1,Industrial Control Matrix,1,Titan Processing Platform,1,,,,,complete,,10,FALSE
ship-component-salvage-rig-class8-t4,Salvage Rig CLASS8 T4,SHIP_COMPONENTS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,,,,Salvage Rig CLASS8 T3,1,Material Processor,1,Utility Controller,1,Extraction Beam,1,Processing Control Matrix,1,Industrial Control Matrix,1,Titan Processing Platform,1,,,,,complete,,11,FALSE
ship-component-salvage-rig-class8-t5,Salvage Rig CLASS8 T5,SHIP_COMPONENTS,5,10800,Volcanic Planet;Ice Planet,USTUR,,,,Salvage Rig CLASS8 T4,1,Material Processor,1,Utility Controller,1,Extraction Beam,1,Processing Control Matrix,1,Industrial Control Matrix,1,Titan Processing Platform,1,,,,,complete,,12,FALSE
ship-component-salvage-rig-cmd-t1,Salvage Rig CMD T1,SHIP_COMPONENTS,1,480,Terrestrial Planet,MUD;ONI;USTUR,,,,Material Processor,1,Utility Controller,1,Extraction Beam,1,Processing Control Matrix,1,Industrial Control Matrix,1,,,,,,,,,complete,,6,FALSE
ship-component-salvage-rig-cmd-t2,Salvage Rig CMD T2,SHIP_COMPONENTS,2,960,Terrestrial Planet,MUD;ONI;USTUR,,,,Salvage Rig CMD T1,1,Material Processor,1,Utility Controller,1,Extraction Beam,1,Processing Control Matrix,1,Industrial Control Matrix,1,,,,,,,complete,,7,FALSE
