OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,FunctionalPurpose,Usage Category,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35
weapon-emp-beam-ttn-t5,Emp Beam TTN T5,SHIP_WEAPONS,5,12000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,9,Emp Beam TTN T4,1,EMP Payload Kit,1,EM Field Generator,1,Pulse Capacitor,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,,,
weapon-superchill-rapidfire-xxxs-t1,Superchill Rapidfire XXXS T1,SHIP_WEAPONS,1,60,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,2,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xxxs-t2,Superchill Rapidfire XXXS T2,SHIP_WEAPONS,2,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,4,Superchill Rapidfire XXXS T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xxxs-t3,Superchill Rapidfire XXXS T3,SHIP_WEAPONS,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,5,Superchill Rapidfire XXXS T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xxxs-t4,Superchill Rapidfire XXXS T4,SHIP_WEAPONS,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Rapidfire XXXS T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xxxs-t5,Superchill Rapidfire XXXS T5,SHIP_WEAPONS,5,1200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,7,Superchill Rapidfire XXXS T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xxs-t1,Superchill Rapidfire XXS T1,SHIP_WEAPONS,1,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,2,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xxs-t2,Superchill Rapidfire XXS T2,SHIP_WEAPONS,2,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,4,Superchill Rapidfire XXS T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xxs-t3,Superchill Rapidfire XXS T3,SHIP_WEAPONS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,5,Superchill Rapidfire XXS T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xxs-t4,Superchill Rapidfire XXS T4,SHIP_WEAPONS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Rapidfire XXS T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xxs-t5,Superchill Rapidfire XXS T5,SHIP_WEAPONS,5,2400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,7,Superchill Rapidfire XXS T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xs-t1,Superchill Rapidfire XS T1,SHIP_WEAPONS,1,180,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,2,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xs-t2,Superchill Rapidfire XS T2,SHIP_WEAPONS,2,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,4,Superchill Rapidfire XS T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xs-t3,Superchill Rapidfire XS T3,SHIP_WEAPONS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,5,Superchill Rapidfire XS T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xs-t4,Superchill Rapidfire XS T4,SHIP_WEAPONS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Rapidfire XS T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-xs-t5,Superchill Rapidfire XS T5,SHIP_WEAPONS,5,3600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,7,Superchill Rapidfire XS T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-s-t1,Superchill Rapidfire S T1,SHIP_WEAPONS,1,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,2,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-s-t2,Superchill Rapidfire S T2,SHIP_WEAPONS,2,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,4,Superchill Rapidfire S T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-s-t3,Superchill Rapidfire S T3,SHIP_WEAPONS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,5,Superchill Rapidfire S T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-s-t4,Superchill Rapidfire S T4,SHIP_WEAPONS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Rapidfire S T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-s-t5,Superchill Rapidfire S T5,SHIP_WEAPONS,5,4800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,7,Superchill Rapidfire S T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-m-t1,Superchill Rapidfire M T1,SHIP_WEAPONS,1,300,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,2,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-m-t2,Superchill Rapidfire M T2,SHIP_WEAPONS,2,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,4,Superchill Rapidfire M T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-m-t3,Superchill Rapidfire M T3,SHIP_WEAPONS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,5,Superchill Rapidfire M T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-m-t4,Superchill Rapidfire M T4,SHIP_WEAPONS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Rapidfire M T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-m-t5,Superchill Rapidfire M T5,SHIP_WEAPONS,5,6000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,7,Superchill Rapidfire M T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-l-t1,Superchill Rapidfire L T1,SHIP_WEAPONS,1,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,3,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,,,,,
weapon-superchill-rapidfire-l-t2,Superchill Rapidfire L T2,SHIP_WEAPONS,2,720,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,4,Superchill Rapidfire L T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,,,
weapon-superchill-rapidfire-l-t3,Superchill Rapidfire L T3,SHIP_WEAPONS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,5,Superchill Rapidfire L T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,,,
weapon-superchill-rapidfire-l-t4,Superchill Rapidfire L T4,SHIP_WEAPONS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Rapidfire L T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,,,
weapon-superchill-rapidfire-l-t5,Superchill Rapidfire L T5,SHIP_WEAPONS,5,7200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,7,Superchill Rapidfire L T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,,,,,,,,,,,,,,
weapon-superchill-rapidfire-cap-t1,Superchill Rapidfire CAP T1,SHIP_WEAPONS,1,420,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,3,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,,,,,
weapon-superchill-rapidfire-cap-t2,Superchill Rapidfire CAP T2,SHIP_WEAPONS,2,840,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,5,Superchill Rapidfire CAP T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,,,
weapon-superchill-rapidfire-cap-t3,Superchill Rapidfire CAP T3,SHIP_WEAPONS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Rapidfire CAP T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,,,
weapon-superchill-rapidfire-cap-t4,Superchill Rapidfire CAP T4,SHIP_WEAPONS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,7,Superchill Rapidfire CAP T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,,,
weapon-superchill-rapidfire-cap-t5,Superchill Rapidfire CAP T5,SHIP_WEAPONS,5,8400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,8,Superchill Rapidfire CAP T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,,,,,,,,,,,,
weapon-superchill-rapidfire-cmd-t1,Superchill Rapidfire CMD T1,SHIP_WEAPONS,1,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,4,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,,,,,
weapon-superchill-rapidfire-cmd-t2,Superchill Rapidfire CMD T2,SHIP_WEAPONS,2,960,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,5,Superchill Rapidfire CMD T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,,,
weapon-superchill-rapidfire-cmd-t3,Superchill Rapidfire CMD T3,SHIP_WEAPONS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Rapidfire CMD T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,,,
weapon-superchill-rapidfire-cmd-t4,Superchill Rapidfire CMD T4,SHIP_WEAPONS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,7,Superchill Rapidfire CMD T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,,,
weapon-superchill-rapidfire-cmd-t5,Superchill Rapidfire CMD T5,SHIP_WEAPONS,5,9600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,8,Superchill Rapidfire CMD T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,,,,,,,,,,
weapon-superchill-rapidfire-class8-t1,Superchill Rapidfire CLASS8 T1,SHIP_WEAPONS,1,540,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,4,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,,,,,
weapon-superchill-rapidfire-class8-t2,Superchill Rapidfire CLASS8 T2,SHIP_WEAPONS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Rapidfire CLASS8 T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,,,
weapon-superchill-rapidfire-class8-t3,Superchill Rapidfire CLASS8 T3,SHIP_WEAPONS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,7,Superchill Rapidfire CLASS8 T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,,,
weapon-superchill-rapidfire-class8-t4,Superchill Rapidfire CLASS8 T4,SHIP_WEAPONS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,8,Superchill Rapidfire CLASS8 T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,,,
weapon-superchill-rapidfire-class8-t5,Superchill Rapidfire CLASS8 T5,SHIP_WEAPONS,5,10800,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,9,Superchill Rapidfire CLASS8 T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,,,,,,,,
weapon-superchill-rapidfire-ttn-t1,Superchill Rapidfire TTN T1,SHIP_WEAPONS,1,600,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,5,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,,,,,
weapon-superchill-rapidfire-ttn-t2,Superchill Rapidfire TTN T2,SHIP_WEAPONS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Rapidfire TTN T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,,,
weapon-superchill-rapidfire-ttn-t3,Superchill Rapidfire TTN T3,SHIP_WEAPONS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,7,Superchill Rapidfire TTN T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,,,
weapon-superchill-rapidfire-ttn-t4,Superchill Rapidfire TTN T4,SHIP_WEAPONS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,8,Superchill Rapidfire TTN T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,,,
weapon-superchill-rapidfire-ttn-t5,Superchill Rapidfire TTN T5,SHIP_WEAPONS,5,12000,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,9,Superchill Rapidfire TTN T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,Enhanced Barrel Assembly,1,Weapon Stabilization Matrix,1,Advanced Targeting Array,1,Fortress Weapon Platform,1,Titan Weapon Core,1,,,,,,
weapon-superchill-cannon-xxxs-t1,Superchill Cannon XXXS T1,SHIP_WEAPONS,1,60,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,2,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xxxs-t2,Superchill Cannon XXXS T2,SHIP_WEAPONS,2,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,4,Superchill Cannon XXXS T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xxxs-t3,Superchill Cannon XXXS T3,SHIP_WEAPONS,3,300,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,5,Superchill Cannon XXXS T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xxxs-t4,Superchill Cannon XXXS T4,SHIP_WEAPONS,4,600,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Cannon XXXS T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xxxs-t5,Superchill Cannon XXXS T5,SHIP_WEAPONS,5,1200,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,7,Superchill Cannon XXXS T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xxs-t1,Superchill Cannon XXS T1,SHIP_WEAPONS,1,120,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,2,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xxs-t2,Superchill Cannon XXS T2,SHIP_WEAPONS,2,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,4,Superchill Cannon XXS T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xxs-t3,Superchill Cannon XXS T3,SHIP_WEAPONS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,5,Superchill Cannon XXS T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xxs-t4,Superchill Cannon XXS T4,SHIP_WEAPONS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Cannon XXS T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xxs-t5,Superchill Cannon XXS T5,SHIP_WEAPONS,5,2400,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,7,Superchill Cannon XXS T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xs-t1,Superchill Cannon XS T1,SHIP_WEAPONS,1,180,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,2,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xs-t2,Superchill Cannon XS T2,SHIP_WEAPONS,2,360,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,4,Superchill Cannon XS T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xs-t3,Superchill Cannon XS T3,SHIP_WEAPONS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,5,Superchill Cannon XS T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xs-t4,Superchill Cannon XS T4,SHIP_WEAPONS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Cannon XS T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-xs-t5,Superchill Cannon XS T5,SHIP_WEAPONS,5,3600,Volcanic Planet;Ice Planet,USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,7,Superchill Cannon XS T4,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-s-t1,Superchill Cannon S T1,SHIP_WEAPONS,1,240,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,2,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,,,
weapon-superchill-cannon-s-t2,Superchill Cannon S T2,SHIP_WEAPONS,2,480,Terrestrial Planet,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,4,Superchill Cannon S T1,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-s-t3,Superchill Cannon S T3,SHIP_WEAPONS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,5,Superchill Cannon S T2,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
weapon-superchill-cannon-s-t4,Superchill Cannon S T4,SHIP_WEAPONS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,AMMUNITION_MATERIAL,DAMAGE_DELIVERY,Ship Weapons,6,Superchill Cannon S T3,1,Superchill Payload Kit,1,Cryogenic Module,1,Thermal Controller,1,,,,,,,,,,,,,,,,
