OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9
ammo-m-t4,Ammo M T4,SHIP_MODULES,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,9,Ammo M T3,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,,,,,,,,
ammo-m-t5,Ammo M T5,SHIP_MODULES,5,6000,Volcanic Planet;Ice Planet,USTUR,10,Ammo M T4,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,,,,,,,,
ammo-l-t1,Ammo L T1,SHIP_MODULES,1,360,Terrestrial Planet,MUD;ONI;USTUR,6,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,,,,,,,,,,
ammo-l-t2,Ammo L T2,SHIP_MODULES,2,720,Terrestrial Planet,MUD;ONI;USTUR,7,Ammo L T1,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,,,,,,,,
ammo-l-t3,Ammo L T3,SHIP_MODULES,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,8,Ammo L T2,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,,,,,,,,
ammo-l-t4,Ammo L T4,SHIP_MODULES,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,9,Ammo L T3,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,,,,,,,,
ammo-l-t5,Ammo L T5,SHIP_MODULES,5,7200,Volcanic Planet;Ice Planet,USTUR,10,Ammo L T4,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,,,,,,,,
ammo-cap-t1,Ammo CAP T1,SHIP_MODULES,1,420,Terrestrial Planet,MUD;ONI;USTUR,7,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,,,,,,,,
ammo-cap-t2,Ammo CAP T2,SHIP_MODULES,2,840,Terrestrial Planet,MUD;ONI;USTUR,8,Ammo CAP T1,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,,,,,,
ammo-cap-t3,Ammo CAP T3,SHIP_MODULES,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,9,Ammo CAP T2,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,,,,,,
ammo-cap-t4,Ammo CAP T4,SHIP_MODULES,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,10,Ammo CAP T3,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,,,,,,
ammo-cap-t5,Ammo CAP T5,SHIP_MODULES,5,8400,Volcanic Planet;Ice Planet,USTUR,11,Ammo CAP T4,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,,,,,,
ammo-cmd-t1,Ammo CMD T1,SHIP_MODULES,1,480,Terrestrial Planet,MUD;ONI;USTUR,7,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,,,,,,,,
ammo-cmd-t2,Ammo CMD T2,SHIP_MODULES,2,960,Terrestrial Planet,MUD;ONI;USTUR,8,Ammo CMD T1,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,,,,,,
ammo-cmd-t3,Ammo CMD T3,SHIP_MODULES,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,9,Ammo CMD T2,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,,,,,,
ammo-cmd-t4,Ammo CMD T4,SHIP_MODULES,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,10,Ammo CMD T3,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,,,,,,
ammo-cmd-t5,Ammo CMD T5,SHIP_MODULES,5,9600,Volcanic Planet;Ice Planet,USTUR,11,Ammo CMD T4,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,,,,,,
ammo-class8-t1,Ammo CLASS8 T1,SHIP_MODULES,1,540,Terrestrial Planet,MUD;ONI;USTUR,8,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,Titan Storage Platform,1,,,,,,
ammo-class8-t2,Ammo CLASS8 T2,SHIP_MODULES,2,1080,Terrestrial Planet,MUD;ONI;USTUR,9,Ammo CLASS8 T1,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,Titan Storage Platform,1,,,,
ammo-class8-t3,Ammo CLASS8 T3,SHIP_MODULES,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,10,Ammo CLASS8 T2,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,Titan Storage Platform,1,,,,
ammo-class8-t4,Ammo CLASS8 T4,SHIP_MODULES,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,11,Ammo CLASS8 T3,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,Titan Storage Platform,1,,,,
ammo-class8-t5,Ammo CLASS8 T5,SHIP_MODULES,5,10800,Volcanic Planet;Ice Planet,USTUR,12,Ammo CLASS8 T4,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,Titan Storage Platform,1,,,,
ammo-ttn-t1,Ammo TTN T1,SHIP_MODULES,1,600,Terrestrial Planet,MUD;ONI;USTUR,8,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,Titan Storage Platform,1,,,,,,
ammo-ttn-t2,Ammo TTN T2,SHIP_MODULES,2,1200,Terrestrial Planet,MUD;ONI;USTUR,9,Ammo TTN T1,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,Titan Storage Platform,1,,,,
ammo-ttn-t3,Ammo TTN T3,SHIP_MODULES,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,10,Ammo TTN T2,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,Titan Storage Platform,1,,,,
ammo-ttn-t4,Ammo TTN T4,SHIP_MODULES,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,11,Ammo TTN T3,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,Titan Storage Platform,1,,,,
ammo-ttn-t5,Ammo TTN T5,SHIP_MODULES,5,12000,Volcanic Planet;Ice Planet,USTUR,12,Ammo TTN T4,1,Cargo Container,1,Ammo Feed System,1,Safety Interlock,1,Ammunition Control Matrix,1,Capacity Management System,1,Titan Storage Platform,1,,,,
cargo-xxs-t1,Cargo XXS T1,SHIP_MODULES,1,120,Terrestrial Planet,MUD;ONI;USTUR,5,Cargo Container,1,Loading Mechanism,1,,,,,,,,,,,,,,
cargo-xxs-t2,Cargo XXS T2,SHIP_MODULES,2,240,Terrestrial Planet,MUD;ONI;USTUR,6,Cargo XXS T1,1,Cargo Container,1,Loading Mechanism,1,,,,,,,,,,,,
cargo-xxs-t3,Cargo XXS T3,SHIP_MODULES,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Cargo XXS T2,1,Cargo Container,1,Loading Mechanism,1,,,,,,,,,,,,
cargo-xxs-t4,Cargo XXS T4,SHIP_MODULES,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,8,Cargo XXS T3,1,Cargo Container,1,Loading Mechanism,1,,,,,,,,,,,,
cargo-xxs-t5,Cargo XXS T5,SHIP_MODULES,5,2400,Volcanic Planet;Ice Planet,USTUR,9,Cargo XXS T4,1,Cargo Container,1,Loading Mechanism,1,,,,,,,,,,,,
cargo-xs-t1,Cargo XS T1,SHIP_MODULES,1,180,Terrestrial Planet,MUD;ONI;USTUR,5,Cargo Container,1,Loading Mechanism,1,Access Control,1,,,,,,,,,,,,
cargo-xs-t2,Cargo XS T2,SHIP_MODULES,2,360,Terrestrial Planet,MUD;ONI;USTUR,6,Cargo XS T1,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,,,,,,,,,,
cargo-xs-t3,Cargo XS T3,SHIP_MODULES,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Cargo XS T2,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,,,,,,,,,,
cargo-xs-t4,Cargo XS T4,SHIP_MODULES,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,8,Cargo XS T3,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,,,,,,,,,,
cargo-xs-t5,Cargo XS T5,SHIP_MODULES,5,3600,Volcanic Planet;Ice Planet,USTUR,9,Cargo XS T4,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,,,,,,,,,,
cargo-s-t1,Cargo S T1,SHIP_MODULES,1,240,Terrestrial Planet,MUD;ONI;USTUR,5,Cargo Container,1,Loading Mechanism,1,Access Control,1,,,,,,,,,,,,
cargo-s-t2,Cargo S T2,SHIP_MODULES,2,480,Terrestrial Planet,MUD;ONI;USTUR,6,Cargo S T1,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,,,,,,,,,,
cargo-s-t3,Cargo S T3,SHIP_MODULES,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Cargo S T2,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,,,,,,,,,,
cargo-s-t4,Cargo S T4,SHIP_MODULES,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,8,Cargo S T3,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,,,,,,,,,,
cargo-s-t5,Cargo S T5,SHIP_MODULES,5,4800,Volcanic Planet;Ice Planet,USTUR,9,Cargo S T4,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,,,,,,,,,,
cargo-m-t1,Cargo M T1,SHIP_MODULES,1,300,Terrestrial Planet,MUD;ONI;USTUR,7,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,,,,,,,,,,
cargo-m-t2,Cargo M T2,SHIP_MODULES,2,600,Terrestrial Planet,MUD;ONI;USTUR,8,Cargo M T1,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,,,,,,,,
cargo-m-t3,Cargo M T3,SHIP_MODULES,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,9,Cargo M T2,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,,,,,,,,
cargo-m-t4,Cargo M T4,SHIP_MODULES,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,10,Cargo M T3,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,,,,,,,,
cargo-m-t5,Cargo M T5,SHIP_MODULES,5,6000,Volcanic Planet;Ice Planet,USTUR,11,Cargo M T4,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,,,,,,,,
cargo-l-t1,Cargo L T1,SHIP_MODULES,1,360,Terrestrial Planet,MUD;ONI;USTUR,7,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,,,,,,,,,,
cargo-l-t2,Cargo L T2,SHIP_MODULES,2,720,Terrestrial Planet,MUD;ONI;USTUR,8,Cargo L T1,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,,,,,,,,
cargo-l-t3,Cargo L T3,SHIP_MODULES,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,9,Cargo L T2,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,,,,,,,,
cargo-l-t4,Cargo L T4,SHIP_MODULES,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,10,Cargo L T3,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,,,,,,,,
cargo-l-t5,Cargo L T5,SHIP_MODULES,5,7200,Volcanic Planet;Ice Planet,USTUR,11,Cargo L T4,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,,,,,,,,
cargo-cap-t1,Cargo CAP T1,SHIP_MODULES,1,420,Terrestrial Planet,MUD;ONI;USTUR,7,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,,,,,,,,
cargo-cap-t2,Cargo CAP T2,SHIP_MODULES,2,840,Terrestrial Planet,MUD;ONI;USTUR,8,Cargo CAP T1,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,,,,,,
cargo-cap-t3,Cargo CAP T3,SHIP_MODULES,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,9,Cargo CAP T2,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,,,,,,
cargo-cap-t4,Cargo CAP T4,SHIP_MODULES,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,10,Cargo CAP T3,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,,,,,,
cargo-cap-t5,Cargo CAP T5,SHIP_MODULES,5,8400,Volcanic Planet;Ice Planet,USTUR,11,Cargo CAP T4,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,,,,,,
cargo-cmd-t1,Cargo CMD T1,SHIP_MODULES,1,480,Terrestrial Planet,MUD;ONI;USTUR,7,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,,,,,,,,
cargo-cmd-t2,Cargo CMD T2,SHIP_MODULES,2,960,Terrestrial Planet,MUD;ONI;USTUR,8,Cargo CMD T1,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,,,,,,
cargo-cmd-t3,Cargo CMD T3,SHIP_MODULES,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,9,Cargo CMD T2,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,,,,,,
cargo-cmd-t4,Cargo CMD T4,SHIP_MODULES,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,10,Cargo CMD T3,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,,,,,,
cargo-cmd-t5,Cargo CMD T5,SHIP_MODULES,5,9600,Volcanic Planet;Ice Planet,USTUR,11,Cargo CMD T4,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,,,,,,
cargo-class8-t1,Cargo CLASS8 T1,SHIP_MODULES,1,540,Terrestrial Planet,MUD;ONI;USTUR,8,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,Titan Storage Platform,1,,,,,,
cargo-class8-t2,Cargo CLASS8 T2,SHIP_MODULES,2,1080,Terrestrial Planet,MUD;ONI;USTUR,9,Cargo CLASS8 T1,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,Titan Storage Platform,1,,,,
cargo-class8-t3,Cargo CLASS8 T3,SHIP_MODULES,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,10,Cargo CLASS8 T2,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,Titan Storage Platform,1,,,,
cargo-class8-t4,Cargo CLASS8 T4,SHIP_MODULES,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,11,Cargo CLASS8 T3,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,Titan Storage Platform,1,,,,
cargo-class8-t5,Cargo CLASS8 T5,SHIP_MODULES,5,10800,Volcanic Planet;Ice Planet,USTUR,12,Cargo CLASS8 T4,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,Titan Storage Platform,1,,,,
cargo-ttn-t1,Cargo TTN T1,SHIP_MODULES,1,600,Terrestrial Planet,MUD;ONI;USTUR,8,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,Titan Storage Platform,1,,,,,,
cargo-ttn-t2,Cargo TTN T2,SHIP_MODULES,2,1200,Terrestrial Planet,MUD;ONI;USTUR,9,Cargo TTN T1,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,Titan Storage Platform,1,,,,
cargo-ttn-t3,Cargo TTN T3,SHIP_MODULES,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,10,Cargo TTN T2,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,Titan Storage Platform,1,,,,
cargo-ttn-t4,Cargo TTN T4,SHIP_MODULES,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,11,Cargo TTN T3,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,Titan Storage Platform,1,,,,
cargo-ttn-t5,Cargo TTN T5,SHIP_MODULES,5,12000,Volcanic Planet;Ice Planet,USTUR,12,Cargo TTN T4,1,Cargo Container,1,Loading Mechanism,1,Access Control,1,Storage Coordination Hub,1,Capacity Management System,1,Titan Storage Platform,1,,,,
fuel-xxs-t1,Fuel XXS T1,SHIP_MODULES,1,120,Terrestrial Planet,MUD;ONI;USTUR,5,Fuel Storage Tank,1,Fuel Transfer System,1,,,,,,,,,,,,,,
fuel-xxs-t2,Fuel XXS T2,SHIP_MODULES,2,240,Terrestrial Planet,MUD;ONI;USTUR,6,Fuel XXS T1,1,Fuel Storage Tank,1,Fuel Transfer System,1,,,,,,,,,,,,
fuel-xxs-t3,Fuel XXS T3,SHIP_MODULES,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Fuel XXS T2,1,Fuel Storage Tank,1,Fuel Transfer System,1,,,,,,,,,,,,
fuel-xxs-t4,Fuel XXS T4,SHIP_MODULES,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,8,Fuel XXS T3,1,Fuel Storage Tank,1,Fuel Transfer System,1,,,,,,,,,,,,
fuel-xxs-t5,Fuel XXS T5,SHIP_MODULES,5,2400,Volcanic Planet;Ice Planet,USTUR,9,Fuel XXS T4,1,Fuel Storage Tank,1,Fuel Transfer System,1,,,,,,,,,,,,
fuel-xs-t1,Fuel XS T1,SHIP_MODULES,1,180,Terrestrial Planet,MUD;ONI;USTUR,5,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,,,,,,,,,,,,
fuel-xs-t2,Fuel XS T2,SHIP_MODULES,2,360,Terrestrial Planet,MUD;ONI;USTUR,6,Fuel XS T1,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,,,,,,,,,,
fuel-xs-t3,Fuel XS T3,SHIP_MODULES,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Fuel XS T2,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,,,,,,,,,,
fuel-xs-t4,Fuel XS T4,SHIP_MODULES,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,8,Fuel XS T3,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,,,,,,,,,,
fuel-xs-t5,Fuel XS T5,SHIP_MODULES,5,3600,Volcanic Planet;Ice Planet,USTUR,9,Fuel XS T4,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,,,,,,,,,,
fuel-s-t1,Fuel S T1,SHIP_MODULES,1,240,Terrestrial Planet,MUD;ONI;USTUR,5,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,,,,,,,,,,,,
fuel-s-t2,Fuel S T2,SHIP_MODULES,2,480,Terrestrial Planet,MUD;ONI;USTUR,6,Fuel S T1,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,,,,,,,,,,
fuel-s-t3,Fuel S T3,SHIP_MODULES,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,7,Fuel S T2,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,,,,,,,,,,
fuel-s-t4,Fuel S T4,SHIP_MODULES,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,8,Fuel S T3,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,,,,,,,,,,
fuel-s-t5,Fuel S T5,SHIP_MODULES,5,4800,Volcanic Planet;Ice Planet,USTUR,9,Fuel S T4,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,,,,,,,,,,
fuel-m-t1,Fuel M T1,SHIP_MODULES,1,300,Terrestrial Planet,MUD;ONI;USTUR,6,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,,,,,,,,,,
fuel-m-t2,Fuel M T2,SHIP_MODULES,2,600,Terrestrial Planet,MUD;ONI;USTUR,7,Fuel M T1,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,,,,,,,,
fuel-m-t3,Fuel M T3,SHIP_MODULES,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,8,Fuel M T2,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,,,,,,,,
fuel-m-t4,Fuel M T4,SHIP_MODULES,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,9,Fuel M T3,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,,,,,,,,
fuel-m-t5,Fuel M T5,SHIP_MODULES,5,6000,Volcanic Planet;Ice Planet,USTUR,10,Fuel M T4,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,,,,,,,,
fuel-l-t1,Fuel L T1,SHIP_MODULES,1,360,Terrestrial Planet,MUD;ONI;USTUR,6,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,,,,,,,,,,
fuel-l-t2,Fuel L T2,SHIP_MODULES,2,720,Terrestrial Planet,MUD;ONI;USTUR,7,Fuel L T1,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,,,,,,,,
fuel-l-t3,Fuel L T3,SHIP_MODULES,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,8,Fuel L T2,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,,,,,,,,
fuel-l-t4,Fuel L T4,SHIP_MODULES,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,9,Fuel L T3,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,,,,,,,,
fuel-l-t5,Fuel L T5,SHIP_MODULES,5,7200,Volcanic Planet;Ice Planet,USTUR,10,Fuel L T4,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,,,,,,,,
fuel-cap-t1,Fuel CAP T1,SHIP_MODULES,1,420,Terrestrial Planet,MUD;ONI;USTUR,7,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,Capacity Management System,1,,,,,,,,
fuel-cap-t2,Fuel CAP T2,SHIP_MODULES,2,840,Terrestrial Planet,MUD;ONI;USTUR,8,Fuel CAP T1,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,Capacity Management System,1,,,,,,
fuel-cap-t3,Fuel CAP T3,SHIP_MODULES,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,9,Fuel CAP T2,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,Capacity Management System,1,,,,,,
fuel-cap-t4,Fuel CAP T4,SHIP_MODULES,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,10,Fuel CAP T3,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,Capacity Management System,1,,,,,,
fuel-cap-t5,Fuel CAP T5,SHIP_MODULES,5,8400,Volcanic Planet;Ice Planet,USTUR,11,Fuel CAP T4,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,Capacity Management System,1,,,,,,
fuel-cmd-t1,Fuel CMD T1,SHIP_MODULES,1,480,Terrestrial Planet,MUD;ONI;USTUR,7,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,Capacity Management System,1,,,,,,,,
fuel-cmd-t2,Fuel CMD T2,SHIP_MODULES,2,960,Terrestrial Planet,MUD;ONI;USTUR,8,Fuel CMD T1,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,Capacity Management System,1,,,,,,
fuel-cmd-t3,Fuel CMD T3,SHIP_MODULES,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,9,Fuel CMD T2,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,Capacity Management System,1,,,,,,
fuel-cmd-t4,Fuel CMD T4,SHIP_MODULES,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,10,Fuel CMD T3,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,Capacity Management System,1,,,,,,
fuel-cmd-t5,Fuel CMD T5,SHIP_MODULES,5,9600,Volcanic Planet;Ice Planet,USTUR,11,Fuel CMD T4,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,Capacity Management System,1,,,,,,
fuel-class8-t1,Fuel CLASS8 T1,SHIP_MODULES,1,540,Terrestrial Planet,MUD;ONI;USTUR,8,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,Capacity Management System,1,Titan Storage Platform,1,,,,,,
fuel-class8-t2,Fuel CLASS8 T2,SHIP_MODULES,2,1080,Terrestrial Planet,MUD;ONI;USTUR,9,Fuel CLASS8 T1,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,Capacity Management System,1,Titan Storage Platform,1,,,,
fuel-class8-t3,Fuel CLASS8 T3,SHIP_MODULES,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,10,Fuel CLASS8 T2,1,Fuel Storage Tank,1,Fuel Transfer System,1,Safety Valve,1,Fuel Management System,1,Capacity Management System,1,Titan Storage Platform,1,,,,
